,Time,Temperature (c),Salinity (ppt),ODO mg/L,temp_z-score,salinity_z-score,odo_z-score,Date
212,21:10.1,28.70000076,42.31,4.99,-0.06590752439784467,0.16378587888543955,-2.4587501039181743,2024-11-16
213,21:11.1,28.70000076,42.48,4.99,-0.06590752439784467,0.23057509335694357,-2.4587501039181743,2024-11-16
214,21:12.1,28.70000076,42.29,5.01,-0.06590752439784467,0.15592832424173173,-2.399545150306168,2024-11-16
215,21:13.1,28.70000076,42.27,5.03,-0.06590752439784467,0.14807076959802667,-2.3403401966941595,2024-11-16
216,21:14.2,28.70000076,42.29,5.09,-0.06590752439784467,0.15592832424173173,-2.162725335858139,2024-11-16
217,21:15.2,28.70000076,42.09,5.14,-0.06590752439784467,0.07735277780466737,-2.0147129518281215,2024-11-16
218,21:16.2,28.70000076,42.09,5.14,-0.06590752439784467,0.07735277780466737,-2.0147129518281215,2024-11-16
219,21:17.2,28.70000076,42.0,5.18,-0.06590752439784467,0.04199378190798631,-1.896303044604107,2024-11-16
220,21:18.2,28.60000038,42.07,5.25,-0.3455091047876234,0.06949522316095953,-1.6890857069620808,2024-11-16
221,21:19.2,28.60000038,42.07,5.25,-0.3455091047876234,0.06949522316095953,-1.6890857069620808,2024-11-16
222,21:20.2,28.70000076,42.22,5.27,-0.06590752439784467,0.1284268829887585,-1.629880753350075,2024-11-16
223,21:21.2,28.60000038,41.95,5.3,-0.3455091047876234,0.02234989529872092,-1.5410733229320634,2024-11-16
224,21:22.2,28.70000076,42.18,5.33,-0.06590752439784467,0.11271177370134564,-1.4522658925140517,2024-11-16
225,21:23.2,28.60000038,41.97,5.4,-0.3455091047876234,0.03020744994242596,-1.2450485548720256,2024-11-16
226,21:24.2,28.60000038,41.97,5.4,-0.3455091047876234,0.03020744994242596,-1.2450485548720256,2024-11-16
227,21:25.2,28.60000038,42.08,5.41,-0.3455091047876234,0.07342400048281206,-1.2154460780660228,2024-11-16
228,21:26.2,28.60000038,41.83,5.48,-0.3455091047876234,-0.024795432563520486,-1.0082287404239965,2024-11-16
229,21:27.2,28.60000038,41.83,5.48,-0.3455091047876234,-0.024795432563520486,-1.0082287404239965,2024-11-16
230,21:28.3,28.60000038,41.73,5.52,-0.3455091047876234,-0.06408320578205406,-0.8898188331999847,2024-11-16
231,21:29.3,28.60000038,42.09,5.54,-0.3455091047876234,0.07735277780466737,-0.8306138795879761,2024-11-16
232,21:30.3,28.60000038,41.93,5.55,-0.3455091047876234,0.01449234065501309,-0.801011402781973,2024-11-16
233,21:31.3,28.60000038,41.82,5.6,-0.3455091047876234,-0.028724209885373005,-0.6529990187519555,2024-11-16
234,21:32.3,28.60000038,41.82,5.6,-0.3455091047876234,-0.028724209885373005,-0.6529990187519555,2024-11-16
235,21:33.3,28.60000038,41.99,5.61,-0.3455091047876234,0.038065004586133794,-0.6233965419459498,2024-11-16
236,21:34.3,28.60000038,41.92,5.65,-0.3455091047876234,0.01056356333316057,-0.5049866347219354,2024-11-16
237,21:35.3,28.60000038,41.92,5.65,-0.3455091047876234,0.01056356333316057,-0.5049866347219354,2024-11-16
238,21:36.4,28.60000038,41.95,5.67,-0.3455091047876234,0.02234989529872092,-0.4457816811099294,2024-11-16
